timestamp,Infrared to Red Signal Ratio
10/13/18 01:11:00,3
10/13/18 01:12:00,-2
10/13/18 01:13:00,-8
10/13/18 01:14:00,0
10/13/18 01:15:00,-4
10/13/18 01:16:00,-2
10/13/18 01:17:00,0
10/13/18 01:18:00,4
10/13/18 01:19:00,-3
10/13/18 01:20:00,-6
10/13/18 01:21:00,-2
10/13/18 01:22:00,-3
10/13/18 01:23:00,4
10/13/18 01:24:00,8
10/13/18 01:25:00,0
10/13/18 01:26:00,-2
10/13/18 01:27:00,1
10/13/18 01:28:00,-5
10/13/18 01:29:00,0
10/13/18 01:30:00,3
10/13/18 01:31:00,4
10/13/18 01:32:59,-1
10/13/18 01:33:59,0
10/13/18 01:34:59,19
10/13/18 01:35:59,3
10/13/18 01:36:59,0
10/13/18 01:37:59,31
10/13/18 01:38:59,0
10/13/18 01:39:59,-36
10/13/18 01:40:59,-6
10/13/18 01:41:59,-24
10/13/18 01:42:59,-3
10/13/18 01:43:59,3
10/13/18 01:44:59,-5
10/13/18 01:45:59,5
10/13/18 01:46:59,-2
10/13/18 01:47:59,5
10/13/18 01:48:59,0
10/13/18 01:49:59,0
10/13/18 01:50:59,-1
10/13/18 01:51:59,-6
10/13/18 01:52:59,8
10/13/18 01:53:59,59
10/13/18 01:54:59,-6
10/13/18 01:55:59,0
10/13/18 01:56:59,6
10/13/18 01:57:59,-8
10/13/18 01:58:59,-6
10/13/18 01:59:59,-1
10/13/18 02:00:59,4
10/13/18 02:01:59,5
10/13/18 02:02:58,15
10/13/18 02:03:58,8
10/13/18 02:04:58,1
10/13/18 02:05:58,-6
10/13/18 02:06:58,9
10/13/18 02:07:58,-5
10/13/18 02:08:58,2
10/13/18 02:09:58,-47
10/13/18 02:10:58,-21
10/13/18 02:11:58,4
10/13/18 02:12:58,13
10/13/18 02:13:58,-29
10/13/18 02:14:58,5
10/13/18 02:15:59,-2
10/13/18 02:16:59,22
10/13/18 02:17:59,8
10/13/18 02:18:59,-1
10/13/18 02:19:59,-2
10/13/18 02:20:59,-1
10/13/18 02:21:59,0
10/13/18 02:22:59,-1
10/13/18 02:23:59,0
10/13/18 02:24:59,2
10/13/18 02:25:59,-1
10/13/18 02:26:59,-1
10/13/18 02:27:59,3
10/13/18 02:28:59,-1
10/13/18 02:29:59,-3
10/13/18 02:30:59,3
10/13/18 02:31:59,1
10/13/18 02:32:58,-1
10/13/18 02:33:58,0
10/13/18 02:34:58,6
10/13/18 02:35:58,4
10/13/18 02:36:58,9
10/13/18 02:37:58,19
10/13/18 02:38:58,1
10/13/18 02:39:58,32
10/13/18 02:40:58,3
10/13/18 02:41:58,0
10/13/18 02:42:58,-7
10/13/18 02:43:58,-27
10/13/18 02:44:58,1
10/13/18 02:45:58,7
10/13/18 02:46:58,-4
10/13/18 02:48:00,16
10/13/18 02:49:00,0
10/13/18 02:50:00,-5
10/13/18 02:51:00,2
10/13/18 02:52:00,16
10/13/18 02:53:00,0
10/13/18 02:54:00,-3
10/13/18 02:55:00,-16
10/13/18 02:56:00,1
10/13/18 02:57:00,-7
10/13/18 02:58:00,-13
10/13/18 02:59:00,8
10/13/18 03:00:02,-2
10/13/18 03:01:02,0
10/13/18 03:02:02,0
10/13/18 03:03:01,0
10/13/18 03:04:01,0
10/13/18 03:05:01,4
10/13/18 03:06:01,6
10/13/18 03:07:01,9
10/13/18 03:08:01,-1
10/13/18 03:09:01,1
10/13/18 03:10:01,-3
10/13/18 03:11:01,-1
10/13/18 03:12:01,-6
10/13/18 03:13:01,0
10/13/18 03:14:01,-4
10/13/18 03:15:01,-2
10/13/18 03:16:01,0
10/13/18 03:17:01,-4
10/13/18 03:18:01,0
10/13/18 03:19:01,-2
10/13/18 03:20:03,-1
10/13/18 03:21:03,0
10/13/18 03:22:03,7
10/13/18 03:23:03,-4
10/13/18 03:24:03,-2
10/13/18 03:25:03,-1
10/13/18 03:26:03,3
10/13/18 03:27:03,4
10/13/18 03:28:03,-9
10/13/18 03:29:03,-3
10/13/18 03:30:03,-11
10/13/18 03:31:03,46
10/13/18 03:32:03,0
10/13/18 03:33:03,3
10/13/18 03:34:02,2
10/13/18 03:35:02,2
10/13/18 03:36:02,-12
10/13/18 03:37:02,-11
10/13/18 03:38:02,1
10/13/18 03:39:02,11
10/13/18 03:40:02,30
10/13/18 03:41:02,5
10/13/18 03:42:02,-1
10/13/18 03:43:02,3
10/13/18 03:44:02,9
10/13/18 03:45:02,25
10/13/18 03:46:02,0
10/13/18 03:47:02,-1
10/13/18 03:48:02,0
10/13/18 03:49:02,0
10/13/18 03:50:02,1
10/13/18 03:51:02,-8
10/13/18 03:52:04,0
10/13/18 03:53:04,-1
10/13/18 03:54:04,0
10/13/18 03:55:04,0
10/13/18 03:56:04,-4
10/13/18 03:57:04,-11
10/13/18 03:58:04,-1
10/13/18 03:59:04,0
10/13/18 04:00:04,-6
10/13/18 04:01:04,-2
10/13/18 04:02:04,-12
10/13/18 04:03:04,0
10/13/18 04:04:03,0
10/13/18 04:05:03,-2
10/13/18 04:06:03,0
10/13/18 04:07:03,0
10/13/18 04:08:05,-2
10/13/18 04:09:05,0
10/13/18 04:10:05,0
10/13/18 04:11:05,0
10/13/18 04:12:05,0
10/13/18 04:13:05,0
10/13/18 04:14:05,0
10/13/18 04:15:05,0
10/13/18 04:16:05,-8
10/13/18 04:17:05,3
10/13/18 04:18:05,0
10/13/18 04:19:05,1
10/13/18 04:20:05,0
10/13/18 04:21:05,-3
10/13/18 04:22:05,-1
10/13/18 04:23:05,-2
10/13/18 04:24:05,0
10/13/18 04:25:05,1
10/13/18 04:26:05,3
10/13/18 04:27:05,-1
10/13/18 04:28:05,0
10/13/18 04:29:05,-1
10/13/18 04:30:05,-4
10/13/18 04:31:05,-3
10/13/18 04:32:05,-1
10/13/18 04:33:05,-4
10/13/18 04:34:04,0
10/13/18 04:35:04,0
10/13/18 04:36:04,-3
10/13/18 04:37:04,0
10/13/18 04:38:04,1
10/13/18 04:39:04,5
10/13/18 04:40:06,0
10/13/18 04:41:06,5
10/13/18 04:42:06,15
10/13/18 04:43:06,-1
10/13/18 04:44:06,20
10/13/18 04:45:06,0
10/13/18 04:46:06,1
10/13/18 04:47:06,0
10/13/18 04:48:06,18
10/13/18 04:49:06,0
10/13/18 04:50:06,-1
10/13/18 04:51:06,1
10/13/18 04:52:06,0
10/13/18 04:53:06,0
10/13/18 04:54:06,16
10/13/18 04:55:06,3
