timestamp,Infrared to Red Signal Ratio
07/26/19 00:44:00,-2
07/26/19 00:45:00,-1
07/26/19 00:46:00,-1
07/26/19 00:47:00,-5
07/26/19 00:48:00,-6
07/26/19 00:49:00,-1
07/26/19 00:50:00,-15
07/26/19 00:51:00,-2
07/26/19 00:52:00,0
07/26/19 00:53:00,-12
07/26/19 00:54:00,0
07/26/19 00:55:00,-1
07/26/19 00:56:00,0
07/26/19 00:57:00,1
07/26/19 00:58:00,30
07/26/19 00:59:00,21
07/26/19 01:00:00,4
07/26/19 01:01:00,26
07/26/19 01:02:00,-9
07/26/19 01:03:00,-22
07/26/19 01:04:00,7
07/26/19 01:05:00,13
07/26/19 01:06:00,-3
07/26/19 01:07:00,5
07/26/19 01:08:00,0
07/26/19 01:09:00,-33
07/26/19 01:10:59,-29
07/26/19 01:11:59,-6
07/26/19 01:12:59,3
07/26/19 01:13:59,-1
07/26/19 01:14:59,-14
07/26/19 01:15:59,-1
07/26/19 01:16:59,-6
07/26/19 01:17:59,-4
07/26/19 01:18:59,-9
07/26/19 01:19:59,-8
07/26/19 01:20:59,1
07/26/19 01:21:59,-2
07/26/19 01:22:59,-11
07/26/19 01:23:59,-3
07/26/19 01:24:59,-2
07/26/19 01:25:59,-1
07/26/19 01:26:59,-10
07/26/19 01:27:59,-15
07/26/19 01:28:59,0
07/26/19 01:29:59,-6
07/26/19 01:30:59,-2
07/26/19 01:31:59,-3
07/26/19 01:32:59,-25
07/26/19 01:33:59,-8
07/26/19 01:34:59,-1
07/26/19 01:35:59,-3
07/26/19 01:36:59,-1
07/26/19 01:37:59,9
07/26/19 01:38:59,0
07/26/19 01:39:59,4
07/26/19 01:40:59,-13
07/26/19 01:41:58,16
07/26/19 01:42:58,-30
07/26/19 01:43:58,8
07/26/19 01:44:58,-6
07/26/19 01:45:58,0
07/26/19 01:46:58,27
07/26/19 01:47:58,-10
07/26/19 01:48:58,-11
07/26/19 01:49:58,-2
07/26/19 01:50:58,0
07/26/19 01:51:58,-18
07/26/19 01:52:58,0
07/26/19 01:53:58,22
07/26/19 01:54:58,0
07/26/19 01:55:58,25
07/26/19 01:56:58,6
07/26/19 01:57:58,1
07/26/19 01:58:58,1
07/26/19 01:59:58,1
07/26/19 02:00:58,6
07/26/19 02:01:58,0
07/26/19 02:02:58,-3
07/26/19 02:03:58,15
07/26/19 02:04:58,-1
07/26/19 02:05:58,4
07/26/19 02:06:58,-14
07/26/19 02:07:58,0
07/26/19 02:09:00,-1
07/26/19 02:10:00,0
07/26/19 02:11:00,16
07/26/19 02:12:01,-6
07/26/19 02:13:01,5
07/26/19 02:14:01,-1
07/26/19 02:15:01,-2
07/26/19 02:16:01,0
07/26/19 02:17:01,0
07/26/19 02:18:01,-1
07/26/19 02:19:01,0
07/26/19 02:20:01,-4
07/26/19 02:21:01,-2
07/26/19 02:22:01,5
07/26/19 02:23:01,-2
07/26/19 02:24:01,1
07/26/19 02:25:01,8
07/26/19 02:26:01,0
07/26/19 02:27:01,2
07/26/19 02:28:01,11
07/26/19 02:29:01,0
07/26/19 02:30:01,2
07/26/19 02:31:01,-2
07/26/19 02:32:01,0
07/26/19 02:33:01,0
07/26/19 02:34:01,0
07/26/19 02:35:01,-5
07/26/19 02:36:01,-1
07/26/19 02:37:01,5
07/26/19 02:38:01,-1
07/26/19 02:39:03,4
07/26/19 02:40:03,-1
07/26/19 02:41:03,-1
07/26/19 02:42:02,-2
07/26/19 02:43:02,16
07/26/19 02:44:02,32
07/26/19 02:45:02,0
07/26/19 02:46:02,0
07/26/19 02:47:02,14
07/26/19 02:48:02,-9
07/26/19 02:49:02,-2
07/26/19 02:50:02,12
07/26/19 02:51:02,5
07/26/19 02:52:02,-6
07/26/19 02:53:02,-1
07/26/19 02:54:02,1
07/26/19 02:55:02,16
07/26/19 02:56:02,3
07/26/19 02:57:02,26
07/26/19 02:58:02,1
07/26/19 02:59:02,1
07/26/19 03:00:02,-12
07/26/19 03:01:02,-2
07/26/19 03:02:02,-3
07/26/19 03:03:02,-15
07/26/19 03:04:02,-9
07/26/19 03:05:02,4
07/26/19 03:06:02,1
07/26/19 03:07:04,-10
07/26/19 03:08:04,-1
07/26/19 03:09:04,-4
07/26/19 03:10:04,2
07/26/19 03:11:04,21
07/26/19 03:12:04,-5
07/26/19 03:13:03,1
07/26/19 03:14:03,0
07/26/19 03:15:03,-17
07/26/19 03:16:03,7
07/26/19 03:17:03,10
07/26/19 03:18:03,1
07/26/19 03:19:03,2
07/26/19 03:20:03,10
07/26/19 03:21:03,9
07/26/19 03:22:03,17
07/26/19 03:23:03,-1
07/26/19 03:24:03,2
07/26/19 03:25:03,-3
07/26/19 03:26:03,2
07/26/19 03:27:03,3
07/26/19 03:28:03,1
07/26/19 03:29:03,1
07/26/19 03:30:03,3
07/26/19 03:31:03,8
07/26/19 03:32:03,36
07/26/19 03:33:03,1
07/26/19 03:34:03,-43
07/26/19 03:35:03,0
07/26/19 03:36:03,-20
07/26/19 03:37:03,-28
07/26/19 03:38:03,20
07/26/19 03:39:03,14
07/26/19 03:40:05,13
07/26/19 03:41:05,3
07/26/19 03:42:05,27
07/26/19 03:43:04,-6
07/26/19 03:44:04,-3
07/26/19 03:45:04,-1
07/26/19 03:46:04,2
07/26/19 03:47:04,3
07/26/19 03:48:04,-4
07/26/19 03:49:04,-1
07/26/19 03:50:04,33
07/26/19 03:51:04,15
07/26/19 03:52:04,-13
07/26/19 03:53:04,-2
07/26/19 03:54:04,2
07/26/19 03:55:04,-2
07/26/19 03:56:04,3
07/26/19 03:57:04,-8
07/26/19 03:58:04,0
07/26/19 03:59:04,-21
07/26/19 04:00:04,0
07/26/19 04:01:06,30
07/26/19 04:02:06,0
07/26/19 04:03:06,7
07/26/19 04:04:06,3
07/26/19 04:05:06,1
07/26/19 04:06:06,-1
07/26/19 04:07:06,-8
07/26/19 04:08:06,5
07/26/19 04:09:06,-2
07/26/19 04:10:06,-18
07/26/19 04:11:06,5
07/26/19 04:12:06,-1
07/26/19 04:13:05,-2
07/26/19 04:14:05,-1
07/26/19 04:15:05,-2
07/26/19 04:16:05,-1
07/26/19 04:17:05,3
07/26/19 04:18:05,13
07/26/19 04:19:05,3
07/26/19 04:20:05,-1
07/26/19 04:21:05,0
07/26/19 04:22:05,-5
07/26/19 04:23:05,-1
07/26/19 04:24:05,-2
07/26/19 04:25:05,11
07/26/19 04:26:05,4
07/26/19 04:27:05,11
07/26/19 04:28:05,0
07/26/19 04:29:05,15
07/26/19 04:30:05,9
07/26/19 04:31:05,2
07/26/19 04:32:05,4
07/26/19 04:33:05,-1
07/26/19 04:34:05,0
07/26/19 04:35:05,-8
07/26/19 04:36:05,0
07/26/19 04:37:05,-10
07/26/19 04:38:05,-1
07/26/19 04:39:05,4
07/26/19 04:40:07,-10
07/26/19 04:41:07,7
07/26/19 04:42:07,-5
07/26/19 04:43:07,-14
07/26/19 04:44:06,-2
07/26/19 04:45:06,19
07/26/19 04:46:06,23
07/26/19 04:47:06,4
07/26/19 04:48:06,-3
07/26/19 04:49:06,3
07/26/19 04:50:06,2
07/26/19 04:51:06,7
07/26/19 04:52:06,-2
07/26/19 04:53:06,21
07/26/19 04:54:06,6
07/26/19 04:55:06,5
07/26/19 04:56:06,10
07/26/19 04:57:06,-1
07/26/19 04:58:06,17
07/26/19 04:59:06,-10
07/26/19 05:00:06,-2
07/26/19 05:01:06,6
07/26/19 05:02:06,-1
07/26/19 05:03:06,2
07/26/19 05:04:06,0
07/26/19 05:05:06,10
07/26/19 05:06:06,-5
07/26/19 05:07:06,-6
07/26/19 05:08:06,0
07/26/19 05:09:06,2
07/26/19 05:10:06,64
07/26/19 05:11:08,31
07/26/19 05:12:08,-1
07/26/19 05:13:08,4
07/26/19 05:14:07,-21
07/26/19 05:15:07,36
07/26/19 05:16:07,29
07/26/19 05:17:07,5
07/26/19 05:18:07,0
