timestamp,Infrared to Red Signal Ratio
07/09/19 01:15:00,3
07/09/19 01:16:00,-9
07/09/19 01:17:02,0
07/09/19 01:18:02,-2
07/09/19 01:19:02,-1
07/09/19 01:20:01,4
07/09/19 01:21:01,-2
07/09/19 01:22:01,-2
07/09/19 01:23:01,0
07/09/19 01:24:01,0
07/09/19 01:25:01,1
07/09/19 01:26:01,0
07/09/19 01:27:01,3
07/09/19 01:28:01,1
07/09/19 01:29:01,0
07/09/19 01:30:01,5
07/09/19 01:31:01,0
07/09/19 01:32:01,1
07/09/19 01:33:01,0
07/09/19 01:34:01,17
07/09/19 01:35:01,7
07/09/19 01:36:01,0
07/09/19 01:37:01,2
07/09/19 01:38:01,0
07/09/19 01:39:01,0
07/09/19 01:40:01,-13
07/09/19 01:41:01,-7
07/09/19 01:42:01,0
07/09/19 01:43:01,11
07/09/19 01:44:01,-7
07/09/19 01:45:01,4
07/09/19 01:46:01,-4
07/09/19 01:47:03,0
07/09/19 01:48:03,0
07/09/19 01:49:03,-1
07/09/19 01:50:02,-7
07/09/19 01:51:02,0
07/09/19 01:52:02,-14
07/09/19 01:53:02,0
07/09/19 01:54:02,1
07/09/19 01:55:02,7
07/09/19 01:56:02,22
07/09/19 01:57:02,-3
07/09/19 01:58:02,8
07/09/19 01:59:02,12
07/09/19 02:00:02,0
07/09/19 02:01:02,1
07/09/19 02:02:02,-13
07/09/19 02:03:02,-2
07/09/19 02:04:02,0
07/09/19 02:05:02,-2
07/09/19 02:06:02,-7
07/09/19 02:07:02,-9
07/09/19 02:08:02,-8
07/09/19 02:09:02,-3
07/09/19 02:10:02,-12
07/09/19 02:11:02,-23
07/09/19 02:12:02,0
07/09/19 02:13:02,-16
07/09/19 02:14:02,0
07/09/19 02:15:02,1
07/09/19 02:16:02,6
07/09/19 02:17:02,-1
07/09/19 02:18:04,4
07/09/19 02:19:04,0
07/09/19 02:20:04,-20
07/09/19 02:21:03,2
07/09/19 02:22:03,18
07/09/19 02:23:03,14
07/09/19 02:24:03,0
07/09/19 02:25:03,1
