timestamp,Infrared to Red Signal Ratio
10/28/17 02:46:30,10
10/28/17 02:47:30,10
10/28/17 02:48:30,7
10/28/17 02:49:30,6
10/28/17 02:50:30,24
10/28/17 02:51:30,2
10/28/17 02:52:30,-1
10/28/17 02:53:30,0
10/28/17 02:54:30,-6
10/28/17 02:55:30,-30
10/28/17 02:56:30,0
10/28/17 02:57:30,6
10/28/17 02:58:30,0
10/28/17 02:59:30,-3
10/28/17 03:00:30,-1
10/28/17 03:01:30,-1
10/28/17 03:02:32,-1
10/28/17 03:03:32,-3
10/28/17 03:04:31,-9
10/28/17 03:05:31,-1
10/28/17 03:06:31,0
10/28/17 03:07:31,-5
10/28/17 03:08:31,0
10/28/17 03:09:31,-1
10/28/17 03:10:31,1
10/28/17 03:11:31,3
10/28/17 03:12:31,-9
10/28/17 03:13:31,1
10/28/17 03:14:31,-12
10/28/17 03:15:31,6
10/28/17 03:16:31,28
10/28/17 03:17:31,15
10/28/17 03:18:33,12
10/28/17 03:19:33,1
10/28/17 03:20:33,0
10/28/17 03:21:33,1
10/28/17 03:22:33,23
10/28/17 03:23:33,9
10/28/17 03:24:33,-3
10/28/17 03:25:33,5
10/28/17 03:26:33,2
10/28/17 03:27:33,-1
10/28/17 03:28:33,-4
10/28/17 03:29:33,1
10/28/17 03:30:33,-1
10/28/17 03:31:33,3
10/28/17 03:32:33,1
10/28/17 03:33:33,-2
10/28/17 03:34:34,0
10/28/17 03:35:34,5
10/28/17 03:36:34,-2
10/28/17 03:37:34,-27
10/28/17 03:38:34,10
10/28/17 03:39:34,-23
10/28/17 03:40:34,-29
10/28/17 03:41:34,-6
10/28/17 03:42:34,-22
10/28/17 03:43:34,-19
10/28/17 03:44:34,-11
10/28/17 03:45:34,-8
10/28/17 03:46:34,-25
10/28/17 03:47:34,0
10/28/17 03:48:34,-10
10/28/17 03:49:34,0
10/28/17 03:50:34,-12
10/28/17 03:51:34,0
10/28/17 03:52:34,-5
10/28/17 03:53:34,16
10/28/17 03:54:34,0
10/28/17 03:55:34,11
10/28/17 03:56:34,-1
10/28/17 03:57:34,-1
10/28/17 03:58:34,-1
10/28/17 03:59:34,0
10/28/17 04:00:34,-1
10/28/17 04:01:34,-3
10/28/17 04:02:34,-1
10/28/17 04:03:34,0
10/28/17 04:04:33,-3
10/28/17 04:05:33,1
10/28/17 04:06:35,2
10/28/17 04:07:35,0
10/28/17 04:08:35,8
10/28/17 04:09:35,1
10/28/17 04:10:35,1
10/28/17 04:11:35,-1
10/28/17 04:12:35,5
10/28/17 04:13:35,-3
10/28/17 04:14:35,6
10/28/17 04:15:35,5
10/28/17 04:16:35,0
10/28/17 04:17:35,2
10/28/17 04:18:35,1
10/28/17 04:19:35,-1
10/28/17 04:20:35,0
10/28/17 04:21:35,0
10/28/17 04:22:37,-1
10/28/17 04:23:37,1
10/28/17 04:24:37,1
10/28/17 04:25:37,0
10/28/17 04:26:37,-6
10/28/17 04:27:37,0
10/28/17 04:28:37,4
10/28/17 04:29:37,-1
10/28/17 04:30:37,0
10/28/17 04:31:37,0
10/28/17 04:32:37,-1
10/28/17 04:33:37,0
10/28/17 04:34:37,-1
10/28/17 04:35:36,-3
10/28/17 04:36:36,0
10/28/17 04:37:38,0
10/28/17 04:38:38,-2
10/28/17 04:39:38,2
10/28/17 04:40:38,-24
10/28/17 04:41:38,-1
10/28/17 04:42:38,-18
10/28/17 04:43:38,-21
10/28/17 04:44:38,-10
10/28/17 04:45:38,1
10/28/17 04:46:38,1
10/28/17 04:47:38,10
10/28/17 04:48:38,7
10/28/17 04:49:38,-14
10/28/17 04:50:38,-30
10/28/17 04:51:38,-1
10/28/17 04:52:38,-7
10/28/17 04:53:40,-1
10/28/17 04:54:40,3
10/28/17 04:55:40,-91
10/28/17 04:56:40,0
10/28/17 04:57:40,-1
10/28/17 04:58:40,2
10/28/17 04:59:40,1
10/28/17 05:00:40,1
10/28/17 05:01:40,6
10/28/17 05:02:40,13
10/28/17 05:03:40,0
10/28/17 05:04:40,-5
10/28/17 05:05:39,-5
10/28/17 05:06:39,3
10/28/17 05:07:39,-1
10/28/17 05:08:39,35
10/28/17 05:09:41,-3
10/28/17 05:10:41,-4
10/28/17 05:11:41,25
10/28/17 05:12:41,15
10/28/17 05:13:41,-18
10/28/17 05:14:41,-24
10/28/17 05:15:41,0
10/28/17 05:16:41,11
10/28/17 05:17:41,-2
10/28/17 05:18:41,-5
10/28/17 05:19:41,3
10/28/17 05:20:41,0
10/28/17 05:21:41,29
10/28/17 05:22:41,6
10/28/17 05:23:41,0
10/28/17 05:24:41,-1
10/28/17 05:25:43,-3
10/28/17 05:26:43,3
10/28/17 05:27:43,10
10/28/17 05:28:43,52
10/28/17 05:29:43,-3
10/28/17 05:30:43,-17
10/28/17 05:31:43,-18
10/28/17 05:32:45,-1
10/28/17 05:33:45,-5
10/28/17 05:34:45,13
10/28/17 05:35:44,0
10/28/17 05:36:44,0
10/28/17 05:37:44,-1
10/28/17 05:38:44,0
10/28/17 05:39:44,0
10/28/17 05:40:44,-2
10/28/17 05:41:46,-10
10/28/17 05:42:46,2
10/28/17 05:43:46,-18
10/28/17 05:44:46,-1
10/28/17 05:45:46,0
10/28/17 05:46:46,0
10/28/17 05:47:46,0
10/28/17 05:48:46,0
10/28/17 05:49:46,14
10/28/17 05:50:46,-9
10/28/17 05:51:46,4
10/28/17 05:52:46,0
10/28/17 05:53:46,-6
10/28/17 05:54:46,-8
10/28/17 05:55:46,0
10/28/17 05:56:46,-9
10/28/17 05:57:46,2
10/28/17 05:58:46,33
10/28/17 05:59:46,0
10/28/17 06:00:46,3
10/28/17 06:01:46,38
10/28/17 06:02:46,1
10/28/17 06:03:46,0
10/28/17 06:04:46,11
10/28/17 06:05:46,-2
10/28/17 06:06:45,13
10/28/17 06:07:45,-3
10/28/17 06:08:45,-36
10/28/17 06:09:45,-8
10/28/17 06:10:45,-3
10/28/17 06:11:45,-6
10/28/17 06:12:45,-2
10/28/17 06:13:47,-48
10/28/17 06:14:47,-24
10/28/17 06:15:47,-1
10/28/17 06:16:47,-7
10/28/17 06:17:47,-5
10/28/17 06:18:47,9
10/28/17 06:19:47,5
10/28/17 06:20:47,0
10/28/17 06:21:47,-8
10/28/17 06:22:47,-1
10/28/17 06:23:47,0
10/28/17 06:24:47,-10
10/28/17 06:25:47,2
10/28/17 06:26:47,-4
10/28/17 06:27:47,-10
10/28/17 06:28:47,-2
10/28/17 06:29:47,20
10/28/17 06:30:47,7
10/28/17 06:31:47,17
10/28/17 06:32:47,40
10/28/17 06:33:48,26
10/28/17 06:34:48,-8
10/28/17 06:35:48,39
10/28/17 06:36:47,17
10/28/17 06:37:47,3
10/28/17 06:38:47,0
10/28/17 06:39:47,6
10/28/17 06:40:47,4
10/28/17 06:41:47,34
10/28/17 06:42:47,20
10/28/17 06:43:47,0
10/28/17 06:44:47,-1
10/28/17 06:45:47,6
10/28/17 06:46:47,-30
10/28/17 06:47:47,-11
10/28/17 06:48:47,-1
10/28/17 06:49:47,24
10/28/17 06:50:47,-3
10/28/17 06:51:47,64
10/28/17 06:52:47,1
10/28/17 06:53:47,-38
10/28/17 06:54:47,10
10/28/17 06:55:47,-19
10/28/17 06:56:47,1
10/28/17 06:57:47,-4
10/28/17 06:58:47,3
10/28/17 06:59:47,-2
10/28/17 07:00:47,3
10/28/17 07:01:47,-1
10/28/17 07:02:47,0
10/28/17 07:03:47,8
10/28/17 07:04:47,-2
10/28/17 07:05:47,1
10/28/17 07:06:46,-38
10/28/17 07:07:46,6
10/28/17 07:08:46,-11
10/28/17 07:09:46,0
10/28/17 07:10:46,0
10/28/17 07:11:46,2
10/28/17 07:12:46,0
10/28/17 07:13:46,-1
10/28/17 07:14:46,-11
10/28/17 07:15:46,0
10/28/17 07:16:46,0
10/28/17 07:17:48,-1
10/28/17 07:18:48,0
10/28/17 07:19:48,0
10/28/17 07:20:48,-1
10/28/17 07:21:48,-2
10/28/17 07:22:48,-1
10/28/17 07:23:48,-1
10/28/17 07:24:48,-1
10/28/17 07:25:48,2
10/28/17 07:26:48,-2
10/28/17 07:27:48,-3
10/28/17 07:28:48,-1
10/28/17 07:29:48,-2
10/28/17 07:30:48,15
10/28/17 07:31:48,-5
10/28/17 07:32:48,0
10/28/17 07:33:51,-2
10/28/17 07:34:51,-1
10/28/17 07:35:51,5
