timestamp,Infrared to Red Signal Ratio
09/29/18 00:23:30,4
09/29/18 00:24:30,0
09/29/18 00:25:30,0
09/29/18 00:26:30,3
09/29/18 00:27:30,3
09/29/18 00:28:30,1
09/29/18 00:29:30,0
09/29/18 00:30:30,4
09/29/18 00:31:30,8
09/29/18 00:32:30,-1
09/29/18 00:33:30,-1
09/29/18 00:34:30,-3
09/29/18 00:35:30,0
09/29/18 00:36:30,0
09/29/18 00:37:30,-2
09/29/18 00:38:30,-1
09/29/18 00:39:30,-2
09/29/18 00:40:30,0
09/29/18 00:41:30,-11
09/29/18 00:42:30,-23
09/29/18 00:43:30,1
09/29/18 00:44:30,-5
09/29/18 00:45:30,-2
09/29/18 00:46:30,0
09/29/18 00:47:30,-10
09/29/18 00:48:30,1
09/29/18 00:49:30,0
09/29/18 00:50:30,-3
09/29/18 00:51:30,-3
09/29/18 00:52:29,0
09/29/18 00:53:29,0
09/29/18 00:54:29,47
09/29/18 00:55:29,-2
09/29/18 00:56:29,-3
09/29/18 00:57:29,4
09/29/18 00:58:29,-1
09/29/18 00:59:29,6
09/29/18 01:00:29,0
09/29/18 01:01:29,8
09/29/18 01:02:29,-1
09/29/18 01:03:29,0
09/29/18 01:04:29,13
09/29/18 01:05:29,0
09/29/18 01:06:29,-1
09/29/18 01:07:29,-2
09/29/18 01:08:29,7
09/29/18 01:09:29,3
09/29/18 01:10:29,7
09/29/18 01:11:29,-1
09/29/18 01:12:29,-1
09/29/18 01:13:29,-1
09/29/18 01:14:29,-20
09/29/18 01:15:29,-35
09/29/18 01:16:29,-7
09/29/18 01:17:29,-3
09/29/18 01:18:29,-5
09/29/18 01:19:29,0
09/29/18 01:20:29,2
09/29/18 01:21:29,-50
09/29/18 01:22:29,-9
09/29/18 01:23:28,-21
09/29/18 01:24:28,21
09/29/18 01:25:28,-4
09/29/18 01:26:28,20
09/29/18 01:27:28,28
09/29/18 01:28:28,8
09/29/18 01:29:31,53
09/29/18 01:30:31,-9
09/29/18 01:31:31,-6
09/29/18 01:32:31,0
09/29/18 01:33:31,-10
09/29/18 01:34:31,19
09/29/18 01:35:31,3
09/29/18 01:36:31,13
09/29/18 01:37:31,0
09/29/18 01:38:31,0
09/29/18 01:39:31,5
09/29/18 01:40:31,2
09/29/18 01:41:31,0
09/29/18 01:42:31,-1
09/29/18 01:43:31,-2
09/29/18 01:44:31,-1
09/29/18 01:45:31,8
09/29/18 01:46:31,-5
09/29/18 01:47:31,17
09/29/18 01:48:31,-16
09/29/18 01:49:31,5
09/29/18 01:50:31,1
09/29/18 01:51:31,0
09/29/18 01:52:31,0
09/29/18 01:53:31,-10
09/29/18 01:54:31,0
09/29/18 01:55:31,-4
09/29/18 01:56:31,-1
09/29/18 01:57:31,-1
09/29/18 01:58:31,-1
09/29/18 01:59:30,-6
09/29/18 02:00:30,0
09/29/18 02:01:30,0
09/29/18 02:02:30,-19
09/29/18 02:03:30,-1
09/29/18 02:04:30,-11
09/29/18 02:05:30,-3
09/29/18 02:06:30,-4
09/29/18 02:07:30,-4
09/29/18 02:08:30,2
09/29/18 02:09:30,-1
09/29/18 02:10:30,0
09/29/18 02:11:30,0
09/29/18 02:12:30,-2
09/29/18 02:13:30,3
09/29/18 02:14:30,0
09/29/18 02:15:30,-4
09/29/18 02:16:30,0
09/29/18 02:17:30,0
09/29/18 02:18:30,-1
09/29/18 02:19:30,8
09/29/18 02:20:30,0
09/29/18 02:21:30,0
09/29/18 02:22:30,-1
09/29/18 02:23:30,-6
09/29/18 02:24:30,-3
09/29/18 02:25:30,-10
09/29/18 02:26:30,-1
09/29/18 02:27:30,-1
09/29/18 02:28:30,4
09/29/18 02:29:29,0
09/29/18 02:30:29,0
09/29/18 02:31:29,9
09/29/18 02:32:29,-9
09/29/18 02:33:29,0
09/29/18 02:34:29,-1
09/29/18 02:35:29,-2
09/29/18 02:36:29,-8
09/29/18 02:37:29,0
09/29/18 02:38:29,-5
09/29/18 02:39:29,0
09/29/18 02:40:29,1
09/29/18 02:41:29,0
09/29/18 02:42:29,-5
09/29/18 02:43:29,0
09/29/18 02:44:29,-2
09/29/18 02:45:29,5
09/29/18 02:46:29,4
09/29/18 02:47:29,0
09/29/18 02:48:29,23
09/29/18 02:49:29,-1
09/29/18 02:50:29,-26
09/29/18 02:51:29,-2
09/29/18 02:52:29,-1
09/29/18 02:53:29,26
09/29/18 02:54:29,-53
09/29/18 02:55:29,-11
09/29/18 02:56:29,0
09/29/18 02:57:29,26
09/29/18 02:58:29,-1
09/29/18 02:59:29,0
09/29/18 03:00:28,-5
09/29/18 03:01:28,2
09/29/18 03:02:28,-21
09/29/18 03:03:28,3
09/29/18 03:04:28,-2
09/29/18 03:05:28,-13
09/29/18 03:06:28,-3
09/29/18 03:07:28,-4
09/29/18 03:08:28,0
09/29/18 03:09:28,-1
09/29/18 03:10:28,-3
09/29/18 03:11:28,-1
09/29/18 03:12:28,-1
09/29/18 03:13:28,1
09/29/18 03:14:28,-2
09/29/18 03:15:28,13
09/29/18 03:16:28,2
09/29/18 03:17:28,-1
09/29/18 03:18:28,1
09/29/18 03:19:28,0
09/29/18 03:20:28,0
09/29/18 03:21:28,0
09/29/18 03:22:28,-18
09/29/18 03:23:28,-1
09/29/18 03:24:28,4
09/29/18 03:25:28,0
09/29/18 03:26:28,12
09/29/18 03:27:28,-9
09/29/18 03:28:28,0
09/29/18 03:29:28,-1
09/29/18 03:30:27,8
09/29/18 03:31:27,-1
09/29/18 03:32:27,3
09/29/18 03:33:27,-1
09/29/18 03:34:27,9
09/29/18 03:35:27,0
09/29/18 03:36:27,0
09/29/18 03:37:27,1
09/29/18 03:38:27,-4
